#{"t_start": 1659046275.7069688, "env_id": "LunarLander_obs-v1"}
r,l,t
208.626719,1500,747.060617
214.256492,1500,748.776133
208.750485,1500,750.579956
182.810374,1500,758.284224
169.60768,1500,766.277082
186.336202,1500,774.463907
180.13194,1500,782.95281
172.842009,1500,790.760727
63.892439,142,791.411367
205.132316,1500,798.977453
-133.863541,199,799.902384
97.379346,156,803.329708
185.612567,1500,805.17848
197.951832,1500,806.862711
207.549654,1500,808.825955
211.739479,1500,810.918492
188.550562,1500,818.457274
193.084986,1500,826.211725
147.208885,1500,833.903857
171.132229,1500,841.594811
114.620228,1500,850.15161
195.974123,1500,858.072678
61.373768,114,863.174173
-119.090057,182,863.361233
216.904884,1500,865.014732
-82.455903,107,865.119944
202.361424,1500,866.717238
178.616071,1500,874.595384
181.48122,1500,882.262882
162.342788,1500,890.156269
212.106941,1500,897.977028
190.430244,1500,905.697202
166.780267,1500,913.198711
71.09076,139,913.835554
230.036732,1500,919.629662
192.47231,1500,921.587787
213.310045,1500,923.565946
221.240166,1500,925.233331
102.146983,1500,927.161972
192.010405,1500,934.692388
163.393958,1500,942.834381
129.460082,1500,951.296546
4.235067,180,952.135503
-131.428027,134,952.765353
10.491353,89,953.152007
33.406719,143,953.803577
169.923236,1500,961.668444
92.847901,111,962.177198
170.838512,1500,970.502456
63.728654,113,971.014336
79.707086,176,971.829712
53.924996,109,972.319075
-45.896359,128,972.890007
-59.528642,127,973.46489
213.505104,1500,981.456255
189.924631,1500,983.559808
188.738937,1500,985.337516
22.656002,137,985.479686
215.957879,1500,987.198967
-14.353808,90,987.633129
49.304145,111,988.143697
57.87285,110,988.645614
72.353839,142,989.303061
18.9324,117,989.832865
42.831241,116,990.356586
181.953552,1500,998.488929
66.717645,134,999.090979
58.665796,158,999.81977
168.927043,1500,1007.154004
201.011287,1500,1014.739569
60.97843,122,1015.291597
192.198774,1500,1023.148163
42.964034,106,1023.643922
97.295961,1500,1031.22894
68.401459,109,1031.722622
68.253613,126,1037.781806
224.33538,1500,1039.448907
-23.443945,158,1039.623073
144.995999,1500,1042.953589
181.222089,1500,1045.357699
28.751621,112,1045.890343
178.567728,1500,1053.591856
172.771936,1500,1061.597792
163.966057,1500,1069.536973
-29.545893,135,1070.163266
177.773178,1500,1077.853661
-83.217113,101,1078.316009
172.114012,1500,1086.333482
-43.918537,148,1087.004707
187.948932,1500,1094.861237
172.850217,1500,1099.583549
54.870994,149,1099.734657
79.902764,110,1099.851102
62.314702,1500,1101.844215
200.191301,1500,1104.017884
155.853767,1500,1112.157654
184.012921,1500,1119.959794
178.749456,1500,1127.744388
-59.759695,104,1128.214514
-48.629818,124,1128.778435
167.014216,1500,1137.161471
157.646102,1500,1145.152615
-28.482199,135,1145.779803
165.887814,1500,1153.643648
-39.381594,142,1157.175042
95.735256,134,1157.323111
191.59877,1500,1159.573868
55.916468,1500,1162.246209
178.953746,1500,1164.110989
154.386869,1500,1171.516237
151.059055,1500,1179.573624
-14.120911,157,1180.308687
185.841202,1500,1188.211786
72.182788,150,1188.899031
183.953692,1500,1196.373049
166.354759,1500,1204.365804
18.575644,115,1204.886976
-7.319928,90,1205.284818
174.364648,1500,1212.4784
183.538564,1500,1216.871859
44.714134,1500,1218.911258
204.14262,1500,1221.169053
199.202892,1500,1223.206631
184.944554,1500,1225.26655
193.108837,1500,1233.317189
207.293864,1500,1240.764035
187.945975,1500,1248.326219
181.313475,1500,1256.182064
147.162528,1500,1264.733796
-19.526851,247,1265.908802
162.260719,1500,1274.135371
-15.231762,1500,1280.858215
196.310138,1500,1282.874272
-26.717756,147,1283.038433
180.846762,1500,1284.932697
179.7277,1500,1286.81304
